Title,Event URL,Image URL,Categories,Mode,Date,Time,Location,Register Link
"Hiring drive for women professionals returning to the workforce, by KPMG ",https://events.herkey.com/events/hiring-drive-for-women-professionals-returning-to-the-workforce-by-kpmg/1435,https://assets.jobsforher.com/uploads/v3/events/75ebcf46c71d6eca33434344e38acc002adb2e7064624a8a0e.png,Diversity & Inclusion,Online,"3rd Aug, 2023 to 31st Aug, 2023",9:00am to 6:00pm,Any,N/A
Entrepreneurs Unveiled: The Journey So Far | Dialogues with Meeta Verma,https://events.herkey.com/events/entrepreneurs-unveiled-the-journey-so-far-dialogues-with-meeta-verma/1451,https://assets.jobsforher.com/uploads/v3/events/645ab53e4ce62e3a9838bd5772f43f9f2169e1924a4f268d68.png,"Career Development, Q&A Sessions, Webinars, Special events",Online,"31st Aug, 2023",1:00pm to 2:00pm,Any,N/A
Exploring Careers in Product Management for Women Returnees ,https://events.herkey.com/events/exploring-careers-in-product-management-for-women-returnees/1447,https://assets.jobsforher.com/uploads/v3/events/f4475ac04da4827cefab04360bb6060a40fd74499751d66bd3.png,Women Returnees,Online,"31st Aug, 2023",11:00am to 12:00pm,Any,N/A
Facebook Live: Roundtable Discussion on Workforce 2.0: Adapting to the Future of Work,https://events.herkey.com/events/facebook-live-roundtable-discussion-on-workforce-2-0-adapting-to-the-future-of-work/1450,https://assets.jobsforher.com/uploads/v3/events/7476187a29a0e1ba4c608d6e431baab7dc4b8ae2286b4fe65a.png,"Career Development, Roundtable, Women In Leadership",Online,"30th Aug, 2023",5:00pm to 6:00pm,Any,N/A
MeetHer With Jacobs ,https://events.herkey.com/events/meether-with-jacobs/1424,https://assets.jobsforher.com/uploads/v3/events/bfde6c27c22a72b58eb9a397a41256986ad1040e32d4b81bcc.png,Meet-Ups,Online,"26th Aug, 2023",10:00am to 11:30am,Any,N/A
Colors of Healing: Creative Art for Emotional Well-being by ManoShala,https://events.herkey.com/events/colors-of-healing-creative-art-for-emotional-well-being-by-manoshala/1446,https://assets.jobsforher.com/uploads/v3/events/71a707d50ec6368520c7c3fbbb0d9083a4b462a37ba799bddc.png,Special events,Online,"25th Aug, 2023",4:00pm to 5:00pm,Any,N/A
"Career Exploration Series: Masterclass: Start Smart - Intern, Freelance, and Succeed!",https://events.herkey.com/events/career-exploration-series-masterclass-start-smart-intern-freelance-and-succeed/1444,https://assets.jobsforher.com/uploads/v3/events/15a53b4d56ea564d3b25fcd54693fc71a194a9d96965535735.png,"Career Development, event",Online,"22nd Aug, 2023",11:30am to 12:30pm,Any,N/A
HerKey Hot Pick Dialogues: Exploring the Revolutionary Potential of Blockchain Across Industries,https://events.herkey.com/events/herkey-hot-pick-dialogues-exploring-the-revolutionary-potential-of-blockchain-across-industries/1443,https://assets.jobsforher.com/uploads/v3/events/f57d0bba862dd3c19d4100b34927b79237dcd4d68fe1989399.png,"Career Development, Special events, event",Online,"21st Aug, 2023",7:00pm to 8:00pm,Any,N/A
Nail FAANG tech interviews with the guidance of Silicon Valley Engineers ,https://events.herkey.com/events/nail-faang-tech-interviews-with-the-guidance-of-silicon-valley-engineers/1414,https://assets.jobsforher.com/uploads/v3/events/958e773a660d82372e62a89f23f0997eebbd29e1d9f411169c.png,"Career Development, Diversity Drive",Online,"21st Jun, 2023 to 21st Aug, 2023",11:00am to 12:00pm,Any,N/A
Networking Drive by Haleon Hosts ,https://events.herkey.com/events/networking-drive-by-haleon-hosts/1436,https://assets.jobsforher.com/uploads/v3/events/efb4bd21986011a58e39239d7972d354dba744b0b40f28b150.png,"networking, networking event",Offline,"19th Aug, 2023",11:00am to 2:00pm,"Bangalore,Bangalore",N/A
Confidence and Tools for Success series - Breaking Free from Imposter Syndrome,https://events.herkey.com/events/confidence-and-tools-for-success-series-breaking-free-from-imposter-syndrome/1438,https://assets.jobsforher.com/uploads/v3/events/a4aeb18faa3de5f3f72705dddbb083f2eb40088e6501c4991c.png,"Career Development, Women Returnees, event",Online,"17th Aug, 2023",11:30am to 12:30pm,Any,N/A
Webinar on Tech Innovations in AR/ VR ,https://events.herkey.com/events/webinar-on-tech-innovations-in-ar-vr/1437,https://assets.jobsforher.com/uploads/v3/events/104c43ba0de077cbdc5be0650e948250fa6dcc76ab70342fdd.png,Women In Tech,Online,"10th Aug, 2023",1:00pm to 2:00pm,Any,N/A
Career in Plant OpHERations- Webinar by Cargill India ,https://events.herkey.com/events/career-in-plant-opherations-webinar-by-cargill-india/1428,https://assets.jobsforher.com/uploads/v3/events/35a1eeb8024a9957d132b124921396fc0dcb16f12f8e562e13.png,Webinars,Online,"5th Aug, 2023",11:00am to 12:00pm,Any,N/A
MeetHer With Moody’s ,https://events.herkey.com/events/meether-with-moody-s/1425,https://assets.jobsforher.com/uploads/v3/events/b2fc73120a9aa891aa0934985c0dc3ae626fb8a6e02d5309e4.png,Meet-Ups,Online,"4th Aug, 2023",10:00am to 11:00am,Any,N/A
HerKey Gold Club Dialogues (LIVE): Gig Economy and the Future of Work: Insights and Strategies | Manu Saigal,https://events.herkey.com/events/herkey-gold-club-dialogues-live-gig-economy-and-the-future-of-work-insights-and-strategies-manu-saigal/1434,https://assets.jobsforher.com/uploads/v3/events/d2291cbdbd90b632c6cfb30cb6827d6a201489cdbc37c4ecb3.png,"Career Development, Women In Leadership, networking event",Online,"3rd Aug, 2023",7:00pm to 8:00pm,Any,N/A
Webinar by Accenture for Women Professionals ,https://events.herkey.com/events/webinar-by-accenture-for-women-professionals/1431,https://assets.jobsforher.com/uploads/v3/events/beecc21d07de5f41aaf7bc15c6f315a91b9d0d21fa81290c18.png,Webinars,Online,"3rd Aug, 2023",10:00am to 10:40am,Any,N/A
HerKey Gold Club Dialogues (LIVE) | WFH Done Right: Strategies for Success | Kavitha Balasubramanian,https://events.herkey.com/events/herkey-gold-club-dialogues-live-wfh-done-right-strategies-for-success-kavitha-balasubramanian/1432,https://assets.jobsforher.com/uploads/v3/events/5271aa61f51098353fc91c5fcc044ae36fc17ff2e0362b6fa0.png,"Career Development, event, networking, networking event",Online,"25th Jul, 2023",7:00pm to 8:00pm,Any,N/A
HerKey Masterclass on Entrepreneurship by Aditi Chordia,https://events.herkey.com/events/herkey-masterclass-on-entrepreneurship-by-aditi-chordia/1427,https://assets.jobsforher.com/uploads/v3/events/53285caca25b03563451c9107781436c6089c535193c0049e6.png,"Career Development, networking, networking event",Online,"25th Jul, 2023",5:00pm to 6:00pm,Any,N/A
Confidence and Tools for Success series: Showcase your Career Break in a Positive Way,https://events.herkey.com/events/confidence-and-tools-for-success-series-showcase-your-career-break-in-a-positive-way/1429,https://assets.jobsforher.com/uploads/v3/events/a144d9ece38843ba4b7bdccfd1145599b7207c3d2dcac34cb6.png,"Career Development, Women Returnees, networking, networking event",Online,"25th Jul, 2023",11:30am to 12:30pm,Any,N/A
Career Exploration Series: Choosing the Right Career,https://events.herkey.com/events/career-exploration-series-choosing-the-right-career/1426,https://assets.jobsforher.com/uploads/v3/events/ca05d1418887c2a797890cb6686ccd2a4f4ebb0acfad2c0a16.png,"Career Development, Women Returnees, networking, networking event",Online,"20th Jul, 2023",5:00pm to 6:00pm,Any,N/A
Webinar by Accenture for Women Professionals ,https://events.herkey.com/events/webinar-by-accenture-for-women-professionals/1422,https://assets.jobsforher.com/uploads/v3/events/cc7682b934da93a11180859fe2edbdd627b1b35cb7dfb9ce83.png,Webinars,Online,"20th Jul, 2023",10:00am to 10:40am,Any,N/A
HerKey Gold Club Masterclass: AI at Work - Redefining the Future with Soudamini Sreepada ,https://events.herkey.com/events/herkey-gold-club-masterclass-ai-at-work-redefining-the-future-with-soudamini-sreepada/1421,https://assets.jobsforher.com/uploads/v3/events/c499e93fbaf6696e2f3a12e01764969cb4b61629df2b4532f8.png,"Career Development, Diversity Drive, Special events, Women In Leadership",Online,"19th Jul, 2023",7:00pm to 8:00pm,Any,N/A
Unpause by Xperi ,https://events.herkey.com/events/unpause-by-xperi/1389,https://assets.jobsforher.com/uploads/v3/events/46aab345af6920f732a35a321c9d64015471c792c239c9006a.png,"Career Development, Diversity Drive, Women Returnees",Online,"9th May, 2023 to 15th Jul, 2023",9:00am to 6:00pm,Bangalore,N/A
Webinar by Accenture ,https://events.herkey.com/events/webinar-by-accenture/1417,https://assets.jobsforher.com/uploads/v3/events/3b1d498202f6403389c6eab2295fff7ab95e5597c1b07f85ab.png,Webinars,Online,"13th Jul, 2023",10:00am to 10:40am,Any,N/A
Networking Event by Biocon Biologics ,https://events.herkey.com/events/networking-event-by-biocon-biologics/1418,https://assets.jobsforher.com/uploads/v3/events/a583a9d882a084fbeaf1d7006698d7cff63787f177bf3c8cfd.png,networking,Online,"7th Jul, 2023",10:30am to 11:30am,Any,N/A
HerKey Gold Club Hot Pick Dialogues: Storytelling & Inclusive Leadership by Jennifer Manchikanti,https://events.herkey.com/events/herkey-gold-club-hot-pick-dialogues-storytelling-inclusive-leadership-by-jennifer-manchikanti/1415,https://assets.jobsforher.com/uploads/v3/events/38cf871808df95eb53e43e0a8fa2a3040730ab6fdbebf438a5.png,"Career Development, Special events, Women In Leadership, networking event",Online,"4th Jul, 2023",6:00pm to 7:00pm,Any,N/A
Hiring Event by CNH Industrial ,https://events.herkey.com/events/hiring-event-by-cnh-industrial/1416,https://assets.jobsforher.com/uploads/v3/events/0480432a79766792f643a9181321ab2b04dcae077b9c2e6cda.png,"Career Development, event",Offline,"1st Jul, 2023 to 2nd Jul, 2023",10:00am to 6:00pm,Delhi,N/A
HerKey Masterclass on Public Relations | Zinnia Baruah,https://events.herkey.com/events/herkey-masterclass-on-public-relations-zinnia-baruah/1413,https://assets.jobsforher.com/uploads/v3/events/de7fd995f29fb271ca7db038977a13f9fdba9eca43d98bcbf3.png,"Career Development, Special events",Online,"27th Jun, 2023",6:00pm to 7:00pm,Any,N/A
Get to know Reltio - Hybrid MeetHer Event ,https://events.herkey.com/events/get-to-know-reltio-hybrid-meether-event/1405,https://assets.jobsforher.com/uploads/v3/events/bbcc37098fd545cc00913115519c994cecf130d9b6071bcd30.png,Career Development,Online,"17th Jun, 2023",10:30am to 12:00pm,Any,N/A
HerKey Gold Club Hot Pick Dialogues | Women and Multitasking | Babita Basak,https://events.herkey.com/events/herkey-gold-club-hot-pick-dialogues-women-and-multitasking-babita-basak/1407,https://assets.jobsforher.com/uploads/v3/events/b73673c88159fb8e13d0169182abf2255d91136b5920bcf087.png,"Career Development, Diversity Drive, Special events, Women In Leadership",Online,"14th Jun, 2023",7:00pm to 8:00pm,Any,N/A
Meether with Johnson Controls India - Virtual Networking and Hiring Event for Women Professionals,https://events.herkey.com/events/meether-with-johnson-controls-india-virtual-networking-and-hiring-event-for-women-professionals/1406,https://assets.jobsforher.com/uploads/v3/events/83dcee6e4542d6e017bfb9875384f8b73a4d2e9312462894a3.png,"Career Development, Diversity Drive, Meet-Ups, networking event",Online,"8th Jun, 2023",11:00am to 12:30pm,Any,N/A
Onsite Networking Event by Eventbrite ,https://events.herkey.com/events/onsite-networking-event-by-eventbrite/1400,https://assets.jobsforher.com/uploads/v3/events/5f6ca1f1beaef2e1daa51447b1549930782be8c1543e59c1f1.png,"Career Development, Diversity Drive",Offline,"7th Jun, 2023",11:00am to 12:30pm,Hyderabad,N/A
HerKey Gold Club Hot Pick Dialogues | Alternate Energies | Amulya Kulkarni & Nikita Baliarsingh,https://events.herkey.com/events/herkey-gold-club-hot-pick-dialogues-alternate-energies-amulya-kulkarni-nikita-baliarsingh/1404,https://assets.jobsforher.com/uploads/v3/events/f6c14c687c8107c3db19ef7f4356d8bd714278126af868865a.png,"Career Development, Special events, Women In Leadership, event",Online,"5th Jun, 2023",12:00pm to 1:00pm,Any,N/A
Morgan Stanley:Return to Work Program ,https://events.herkey.com/events/morgan-stanley-return-to-work-program/1259,https://assets.jobsforher.com/uploads/v3/events/4917a47698887418de001230bfc9182c6dfca6b6c897d73a7d.png,"Career Development, Diversity Drive",Offline,"6th Mar, 2023 to 2nd Jun, 2023",9:00am to 6:00pm,"Bangalore,Mumbai",N/A
Give WINGS to Your Second Career Dreams with Verizon ,https://events.herkey.com/events/give-wings-to-your-second-career-dreams-with-verizon/1337,https://assets.jobsforher.com/uploads/v3/events/65cbfeed1e3fe3bff53c6bac1da8cfdc63c74eca48ea580013.png,"Career Development, Women Returnees, event",Online,"7th Feb, 2023 to 31st May, 2023",10:00am to 6:00pm,Any,N/A
MeetHer With Siemens Advanta ,https://events.herkey.com/events/meether-with-siemens-advanta/1395,https://assets.jobsforher.com/uploads/v3/events/d289cc583be3cfb62277ae597a9894ee9e10ba1287cdd8402c.png,"Career Development, Diversity Drive, event, networking event",Online,"27th May, 2023",11:00am to 12:00pm,Any,N/A
LinkedIn Live by Johnson Controls India for Women in Leadership ,https://events.herkey.com/events/linkedin-live-by-johnson-controls-india-for-women-in-leadership/1398,https://assets.jobsforher.com/uploads/v3/events/126cac273f1e0caf782d4379cb43d15bb099831789693d8663.png,"Career Development, Diversity Drive",Online,"26th May, 2023",4:00pm to 5:00pm,Any,N/A
The Gold Club Hot Pick Dialogues | Women & Climate Change | Zainab Agha & Shreya Ghodawat ,https://events.herkey.com/events/the-gold-club-hot-pick-dialogues-women-climate-change-zainab-agha-shreya-ghodawat/1390,https://assets.jobsforher.com/uploads/v3/events/0ff5f52bd82ca21a1582a3c1ed3b97449c567f688bf872fdae.png,"Diversity Drive, Special events, Women In Leadership, event",Online,"23rd May, 2023",7:00pm to 8:00pm,Any,N/A
#HerFreshStart - Scholarships of Up To 50% For Working Mothers ,https://events.herkey.com/events/herfreshstart-scholarships-of-up-to-50-for-working-mothers/1388,https://assets.jobsforher.com/uploads/v3/events/fb2077c681e1efda25e25d07aa4071a3d31888557747ead474.png,Career Development,Online,"10th May, 2023 to 16th May, 2023",1:37pm to 11:00pm,Any,N/A
Networking Event by Cloud Software Group ,https://events.herkey.com/events/networking-event-by-cloud-software-group/1383,https://assets.jobsforher.com/uploads/v3/events/83fd18c1d527bd8d04b570a48accc04117f2c268c24f827945.png,"Career Development, Diversity Drive, Q&A Sessions, Diversity & Inclusion",Online,"5th May, 2023",10:00am to 11:30am,Any,N/A
#WomenInTech: Your Career Awaits You at Dell ,https://events.herkey.com/events/womenintech-your-career-awaits-you-at-dell/1199,https://assets.jobsforher.com/uploads/v3/events/43dd74e8a18ff0cd054dac39d665a4.png,"Career Development, Diversity Drive, Women In Tech",Online,"4th May, 2022 to 4th May, 2023",9:30am to 6:30pm,Any,N/A
MeetHer with Providence India ,https://events.herkey.com/events/meether-with-providence-india/1375,https://assets.jobsforher.com/uploads/v3/events/ce8a73941db59a822d9a5814e67e3fb02d9a31698d061d8180.png,"Career Development, Diversity Drive, Women Returnees",Online,"20th Mar, 2023 to 30th Apr, 2023",10:00am to 5:00pm,Any,N/A
Meether with Epsilon - A Networking and Hiring Event for Women Professionals ,https://events.herkey.com/events/meether-with-epsilon-a-networking-and-hiring-event-for-women-professionals/1380,https://assets.jobsforher.com/uploads/v3/events/06a926473bc73dc2d90ee17732da0a3863235060731a6558f7.png,"Career Development, Diversity Drive, Q&A Sessions, Diversity & Inclusion",Online,"27th Apr, 2023",10:00am to 11:30am,Any,N/A
MeetHer With Air Products ,https://events.herkey.com/events/meether-with-air-products/1377,https://assets.jobsforher.com/uploads/v3/events/44745c0ee70fa0d6469c1c8bcc0e05084a2788926c79ada704.png,"Career Development, Diversity Drive, event",Online,"22nd Apr, 2023",10:30am to 12:00pm,Any,N/A
Career Development for Women in Tech by Accenture ,https://events.herkey.com/events/career-development-for-women-in-tech-by-accenture/1379,https://assets.jobsforher.com/uploads/v3/events/eaee31b7efab17fcb25c8d2e43b539b4c612fc2cdf2aa9bb61.png,"Career Development, Diversity Drive, Q&A Sessions, Workshops",Online,"20th Apr, 2023",11:00am to 12:00pm,Any,N/A
The Global Women in Data Science (WiDS) Conference ,https://events.herkey.com/events/the-global-women-in-data-science-wids-conference/1374,https://assets.jobsforher.com/uploads/v3/events/d4cd95bc2aec5c2b7d8d825ebd75e87f51d7129497067b7d64.png,"Career Development, Diversity Drive, Q&A Sessions, Meet-Ups",Offline,"8th Apr, 2023",8:00am to 5:00pm,Bangalore,N/A
Cisco's Be Unstoppable ,https://events.herkey.com/events/cisco-s-be-unstoppable/1353,https://assets.jobsforher.com/uploads/v3/events/1b04c32daa7ac294ba8025c2dfe848ae1b999b0381ed186068.png,"Special events, event",Offline,"6th Apr, 2023",2:00pm to 4:30pm,Bangalore,N/A
Mentorship Program for Women at the Mid-Manager Level to Overcome Biases in the Workplace and Forge Ahead ,https://events.herkey.com/events/mentorship-program-for-women-at-the-mid-manager-level-to-overcome-biases-in-the-workplace-and-forge-ahead/1364,https://assets.jobsforher.com/uploads/v3/events/74828f3d9f52345006a5af797e3dbc9e779f5fee5014e24625.png,"Career Development, Resume-Writing, Women Returnees, Women In Tech",Online,"13th Mar, 2023 to 31st Mar, 2023",10:00am to 11:00pm,Any,N/A
MentorHer: A mentorship program for women restarters to make a confident career comeback. ,https://events.herkey.com/events/mentorher-a-mentorship-program-for-women-restarters-to-make-a-confident-career-comeback/1365,https://assets.jobsforher.com/uploads/v3/events/6da3748fabe93b2418f6698d4b3f9975ff12e57ead06bced47.png,"Career Development, Resume-Writing, Women Returnees, Women In Tech",Online,"13th Mar, 2023 to 31st Mar, 2023",10:00am to 11:00pm,Any,N/A
Women’s March: Curated For The Woman Professional ,https://events.herkey.com/events/women-s-march-curated-for-the-woman-professional/1361,https://assets.jobsforher.com/uploads/v3/events/717eb35b6177b30f39e4918a9481b9e324619ded56dbb4a92c.png,"Career Development, Diversity & Inclusion",Online,"1st Mar, 2023 to 31st Mar, 2023",9:00am to 7:00pm,Any,N/A
Fly Again with Airbus! ,https://events.herkey.com/events/fly-again-with-airbus/1252,https://assets.jobsforher.com/uploads/v3/events/17b756399f46c5f86ee4a483bf627e57d6edc91960ffefa63f.png,"Career Development, Diversity Drive, Resume-Writing, Q&A Sessions",Online,"28th Sep, 2022 to 31st Mar, 2023",10:00am to 5:00pm,Bangalore,N/A
Bajaj Finance: Networking Event For Women Professionals ,https://events.herkey.com/events/bajaj-finance-networking-event-for-women-professionals/1371,https://assets.jobsforher.com/uploads/v3/events/08cb288a9929038327a2f305ba79d537e3d956af1576ea263f.png,"Career Development, Diversity Drive, networking, networking event",Online,"25th Mar, 2023",10:00am to 11:30am,Pune,N/A
Bajaj Allianz: Networking Event For Women Professionals ,https://events.herkey.com/events/bajaj-allianz-networking-event-for-women-professionals/1370,https://assets.jobsforher.com/uploads/v3/events/51e9a26dd587146473b9f8b9a84c6675a521ab475ecdffe88b.png,"Career Development, Diversity Drive, Diversity & Inclusion, Women Returnees",Online,"25th Mar, 2023",10:00am to 11:30am,Pune,N/A
Bajaj Allianz General Insurance: Networking Event For Women Professionals ,https://events.herkey.com/events/bajaj-allianz-general-insurance-networking-event-for-women-professionals/1367,https://assets.jobsforher.com/uploads/v3/events/25915bd5e17987fc05001bbd14e1c6f89a6e6addea505743a9.png,"Career Development, Diversity Drive, Diversity & Inclusion, Women Returnees",Online,"25th Mar, 2023",10:00am to 11:30am,Pune,N/A
Come Home to Possibilities with Lowe’s India ,https://events.herkey.com/events/come-home-to-possibilities-with-lowe-s-india/1366,https://assets.jobsforher.com/uploads/v3/events/d4e13c3104a6ced719fd7e184e1e34c4a338b8a3b621f047bc.png,"Career Development, Diversity Drive, Diversity & Inclusion, Women Returnees",Online,"16th Mar, 2023",10:00am to 11:45am,Any,N/A
Attend India’s Biggest Conference & Awards on Diversity & Inclusion ,https://events.herkey.com/events/attend-india-s-biggest-conference-awards-on-diversity-inclusion/1341,https://assets.jobsforher.com/uploads/v3/events/a220afe36d24fe0869d0d2be4dfb4630a74f45c1c445211290.png,"Career Development, Diversity Drive, Conferences, Awards",Offline,"3rd Mar, 2023",9:00am to 10:00pm,Bangalore,N/A
Data Analyst Career Program with Job Assistance ,https://events.herkey.com/events/data-analyst-career-program-with-job-assistance/1342,https://assets.jobsforher.com/uploads/v3/events/743e891e906ba1e6a0ff4021507cbb71e72916670052cdf1a2.png,"Career Development, Resume-Writing, Q&A Sessions",Online,"15th Feb, 2023 to 27th Feb, 2023",1:12pm to 11:00pm,Any,N/A
MeetHer With Equinix ,https://events.herkey.com/events/meether-with-equinix/1338,https://assets.jobsforher.com/uploads/v3/events/81ba1973cf774059395ca9f4f8b71bf65686bd7525fbce6547.png,"Career Development, Diversity Drive, Women Returnees, networking",Online,"25th Feb, 2023",10:00am to 10:45am,Any,N/A
GE HealthCare: Networking Event For Women Professionals ,https://events.herkey.com/events/ge-healthcare-networking-event-for-women-professionals/1339,https://assets.jobsforher.com/uploads/v3/events/2aebc4ddff0f7582041294553f3b6fd7e7c26c8c3316f9aeff.png,"Career Development, networking, networking event",Online,"17th Feb, 2023",10:30am to 12:00pm,Any,N/A
MeetHer With Informatica ,https://events.herkey.com/events/meether-with-informatica/1330,https://assets.jobsforher.com/uploads/v3/events/f0c47b44b2ab6c5cd553d14066bb02f63e36744e736b65dddf.png,"Career Development, Diversity Drive",Online,"9th Feb, 2023",11:00am to 12:15pm,Any,N/A
The HerKey Conclave for Globally Rising Women Leaders | February 2023 | Mumbai ,https://events.herkey.com/events/the-herkey-conclave-for-globally-rising-women-leaders-february-2023-mumbai/1262,https://assets.jobsforher.com/uploads/v3/events/3dabed2e71615aa5e0d263dae5bbee95f8c949a62d48bf7762.png,"Workshops, Special events, Women In Leadership, event",Offline,"3rd Feb, 2023",9:00am to 3:00pm,Mumbai,N/A
Webinar on Fostering D&I Language at Work by Cambridge University Press & Assessment ,https://events.herkey.com/events/webinar-on-fostering-d-i-language-at-work-by-cambridge-university-press-assessment/1329,https://assets.jobsforher.com/uploads/v3/events/90735f8f99e4cd94f152d47b5ab2d65f95cc021fc14a144102.png,"Career Development, Webinars, Special events",Online,"31st Jan, 2023",3:00pm to 4:00pm,Any,N/A
Networking and Hiring Event for Women Professionals by Tarento ,https://events.herkey.com/events/networking-and-hiring-event-for-women-professionals-by-tarento/1299,https://assets.jobsforher.com/uploads/v3/events/a874cf33c01cc7e0e824c636d4fe8560d3178cd79e000fed30.png,"Career Development, Diversity Drive, Resume-Writing",Online,"31st Jan, 2023",10:00am to 11:00am,Any,N/A
"Learn, Grow, Inspire With JobsForHer ",https://events.herkey.com/events/learn-grow-inspire-with-jobsforher/1307,https://assets.jobsforher.com/uploads/v3/events/f5bb1f6a0fba1049a1fac53aeacc9b7644d8fb6d2d9d7ceef4.png,"Career Development, Diversity Drive, Resume-Writing, Q&A Sessions",Online,"24th Jan, 2023",10:00am to 4:00pm,Any,N/A
MeetHer With Jacobs ,https://events.herkey.com/events/meether-with-jacobs/1304,https://assets.jobsforher.com/uploads/v3/events/9572a0b129abfee8f3c3741bd32ec1e3ab9696a62448068f50.png,"Career Development, Diversity Drive, Q&A Sessions, Meet-Ups",Online,"21st Jan, 2023",10:00am to 11:30am,Any,N/A
LinkedIn Live by Publicis Sapient for Women in Tech ,https://events.herkey.com/events/linkedin-live-by-publicis-sapient-for-women-in-tech/1317,https://assets.jobsforher.com/uploads/v3/events/2375768dc25b414a45982da50781ddf593f5c5d8f9925f9f13.png,"Career Development, Diversity Drive, Special events, Women In Tech",Online,"19th Jan, 2023",8:55am to 10:00am,Any,N/A
JobsForHer Foundation: 100% Scholarships for Women Returnees to Excel in Their Careers ,https://events.herkey.com/events/jobsforher-foundation-100-scholarships-for-women-returnees-to-excel-in-their-careers/1267,https://assets.jobsforher.com/uploads/v3/events/46b96a312a330a953914847b1f51e5b430c02e5e421d03ed34.png,"Career Development, Women Returnees, Women In Tech, HerTech",Online,"21st Oct, 2022 to 25th Dec, 2022",8:00am to 11:00pm,Any,N/A
The HerKey Table: The Other Half: Male Allies At The Table (LIVE) ,https://events.herkey.com/events/the-herkey-table-the-other-half-male-allies-at-the-table-live/1303,https://assets.jobsforher.com/uploads/v3/events/aefcec59acf2b3aea19b4395fa72ef421e96f8293fd74f6877.png,"Career Development, Diversity Drive, Meet-Ups, Diversity & Inclusion",Online,"20th Dec, 2022",5:00pm to 6:00pm,Any,N/A
Back to Business with PwC India! ,https://events.herkey.com/events/back-to-business-with-pwc-india/1298,https://assets.jobsforher.com/uploads/v3/events/a8c2ddda49e927978a9d91efb095bd45925ddbf471d0ec67e1.png,"Career Development, Diversity Drive, Women Returnees, event",Online,"15th Dec, 2022 to 16th Dec, 2022",9:00am to 6:00pm,Any,N/A
Back to Business with PwC India! ,https://events.herkey.com/events/back-to-business-with-pwc-india/1297,https://assets.jobsforher.com/uploads/v3/events/6492566a87e0fdb121fee2d1f0c082074a72f649bfca1d6e4b.png,"Career Development, Diversity Drive, Women Returnees, event",Online,"15th Dec, 2022 to 16th Dec, 2022",9:00am to 6:00pm,Any,N/A
The HerKey Conclave for Globally Rising Women Leaders | December 2022 | Bangalore ,https://events.herkey.com/events/the-herkey-conclave-for-globally-rising-women-leaders-december-2022-bangalore/1261,https://assets.jobsforher.com/uploads/v3/events/9d14089e4c5d1d9bc79ec542d61981223f789c7e5e19651299.png,"Meet-Ups, Workshops, Special events, Conferences",Offline,"9th Dec, 2022",3:00pm to 7:00pm,Bangalore,N/A
new event 7/12/2022,https://events.herkey.com/events/new-event-7-12-2022/1296,https://assets.jobsforher.com/images/Default THumbnail_3.0 Desktop.jpg,Career Development,Offline,"7th Dec, 2022",9:03am to 11:00am,Any,N/A
Mentorship Program for Women at the Mid-Manager Level to Overcome Biases in the Workplace and Forge Ahead ,https://events.herkey.com/events/mentorship-program-for-women-at-the-mid-manager-level-to-overcome-biases-in-the-workplace-and-forge-ahead/1287,https://assets.jobsforher.com/uploads/v3/events/89629a144542f29806ec418739f96732f7a72961dfae7a1c2d.png,"Career Development, Resume-Writing, Women Returnees",Online,"2nd Dec, 2022 to 5th Dec, 2022",6:00pm to 10:00am,Any,N/A
MentorHer: A mentorship program for women restarters to make a confident career comeback. ,https://events.herkey.com/events/mentorher-a-mentorship-program-for-women-restarters-to-make-a-confident-career-comeback/1288,https://assets.jobsforher.com/uploads/v3/events/54a663d885123eba1ee6c7bbe6622b3555174464861f3a4140.png,"Career Development, Resume-Writing, Women Returnees",Online,"2nd Dec, 2022 to 5th Dec, 2022",6:00pm to 10:00am,Any,N/A
Cambridge University Press & Assessment Webinar – Topic: Multigenerational Diversity at Workplace ,https://events.herkey.com/events/cambridge-university-press-assessment-webinar-topic-multigenerational-diversity-at-workplace/1284,https://assets.jobsforher.com/uploads/v3/events/1c4ae3542a19b4b6fce2ebc569d19affd7176020ebb64bfb34.png,"Career Development, Diversity Drive, Resume-Writing, Q&A Sessions",Online,"1st Dec, 2022",3:00pm to 4:00pm,Any,N/A
Career Opportunities for Women at BP ,https://events.herkey.com/events/career-opportunities-for-women-at-bp/1153,https://assets.jobsforher.com/uploads/v3/events/dd9cea0919ba75a652fa792af63863.png,"Career Development, Diversity Drive",Online,"10th Aug, 2022 to 30th Nov, 2022",9:00am to 6:00pm,Any,N/A
Taylor & Francis: Networking and Hiring Event For Women Professionals ,https://events.herkey.com/events/taylor-francis-networking-and-hiring-event-for-women-professionals/1280,https://assets.jobsforher.com/uploads/v3/events/591f43d2334a42a6c4b4e0e48ed5dba90bb7a3db735829c4c5.png,"Career Development, Diversity Drive, Women In Tech, event",Online,"25th Nov, 2022",10:00am to 11:00am,Any,N/A
Make Your Mark 2022: Flipkart’s Learning and Networking Event For Women Leaders in Supply Chain and Logistics ,https://events.herkey.com/events/make-your-mark-2022-flipkart-s-learning-and-networking-event-for-women-leaders-in-supply-chain-and-logistics/1275,https://assets.jobsforher.com/uploads/v3/events/dec98ca6edf561b8d0ed87021f18dc9f3f35e206762d3b1481.png,"Career Development, Diversity Drive, Women In Leadership, event",Online,"22nd Nov, 2022",10:00am to 2:00pm,Any,N/A
