Title,Event URL,Image URL,Categories,Mode,Date,Time,Location,Register Link
Roundtable Discussion: Resilient Leadership: Sustaining Excellence,https://events.herkey.com/events/roundtable-discussion-resilient-leadership-sustaining-excellence/1573,https://assets.jobsforher.com/uploads/v3/events/6aa99371975173493170be10eb709eefa5a2d0953e74a65948.png,"Career Development, Roundtable, Women In Leadership, event",Online,"28th Feb, 2024",5:00pm to 6:00pm,Any,N/A
Accenture Webinar: Career Reboot for Women ,https://events.herkey.com/events/accenture-webinar-career-reboot-for-women/1544,https://assets.jobsforher.com/uploads/v3/events/6912d8765546bb99c1ca8818e7cf436fe24f5948d695889c28.png,Webinars,Online,"28th Feb, 2024",4:00pm to 5:00pm,Any,N/A
Dialogues: EmpowerHer: Mastering Inclusive Leadership,https://events.herkey.com/events/dialogues-empowerher-mastering-inclusive-leadership/1561,https://assets.jobsforher.com/uploads/v3/events/b71555ecf17281ff16e90fa23ca8b786f303001c595e18a3ca.png,"Career Development, Women Returnees, Women In Leadership, event",Online,"22nd Feb, 2024",4:00pm to 5:00pm,Any,N/A
Showcase: Pinnacle of Leadership,https://events.herkey.com/events/showcase-pinnacle-of-leadership/1560,https://assets.jobsforher.com/uploads/v3/events/52c61d3a4a6b611f104acf8ffa4bdb90774ada6848dc6584a3.png,"Career Development, Women In Leadership, event, networking",Online,"21st Feb, 2024",4:00pm to 5:00pm,Any,N/A
Masterclass: Setbacks: How to Bounce Right Back,https://events.herkey.com/events/masterclass-setbacks-how-to-bounce-right-back/1555,https://assets.jobsforher.com/uploads/v3/events/d81b2a456b085ad9bce69452cef438cec9cd73c9ac4dc59bf9.png,"Career Development, Women Returnees, event, networking",Online,"16th Feb, 2024",7:00pm to 8:00pm,Any,N/A
Masterclass: Mastering Time Management,https://events.herkey.com/events/masterclass-mastering-time-management/1552,https://assets.jobsforher.com/uploads/v3/events/247cdc04a44dde4f8a7c1c1e45719535ef0e21b4aaf1cb40f1.png,"Career Development, event, networking",Online,"16th Feb, 2024",4:00pm to 5:00pm,Any,N/A
Decode your Oracle Future: An Accenture Webinar for Women in Tech ,https://events.herkey.com/events/decode-your-oracle-future-an-accenture-webinar-for-women-in-tech/1536,https://assets.jobsforher.com/uploads/v3/events/a0a6bb00c0493dfca3320e3e27e4793aa580950fb0df68f93b.png,"Career Development, Webinars, Women In Tech, event",Online,"9th Feb, 2024",10:30am to 12:00pm,Any,N/A
Networking within Returnship Communities: Ask Me Anything (AMA),https://events.herkey.com/events/networking-within-returnship-communities-ask-me-anything-ama/1553,https://assets.jobsforher.com/uploads/v3/events/5112b061897588444e4cefe96becfe660ddd2fc13780fe1a76.png,"Career Development, Women Returnees, event, networking",Online,"7th Feb, 2024",4:00pm to 5:00pm,Any,N/A
Innovative Leadership in a Dynamic World: Being a Change Agent,https://events.herkey.com/events/innovative-leadership-in-a-dynamic-world-being-a-change-agent/1550,https://assets.jobsforher.com/uploads/v3/events/01622bd878e05d9fd853e44b14081876ccc31d77edb816bda7.png,"Career Development, Women In Leadership, event",Online,"31st Jan, 2024",4:00pm to 5:00pm,Any,N/A
"Leading in VUCA (Volatility, Uncertainty, Complexity, and Ambiguity)",https://events.herkey.com/events/leading-in-vuca-volatility-uncertainty-complexity-and-ambiguity/1542,https://assets.jobsforher.com/uploads/v3/events/6f063eabf72471177fcd08ca650fe60b1855693fefc51deb61.png,"Career Development, Women In Leadership, event, networking",Online,"25th Jan, 2024",7:00pm to 8:00pm,Any,N/A
Soft Skills Supercharge: Communication and Emotional Intelligence,https://events.herkey.com/events/soft-skills-supercharge-communication-and-emotional-intelligence/1543,https://assets.jobsforher.com/uploads/v3/events/d1ac2d04f2d7260b6b30be80146b5987597d64ff611e2a1840.png,"Career Development, Women In Leadership, event, networking",Online,"24th Jan, 2024",4:00pm to 5:00pm,Any,N/A
Building Emotional Resilience: A Dialogue for Women Leaders,https://events.herkey.com/events/building-emotional-resilience-a-dialogue-for-women-leaders/1535,https://assets.jobsforher.com/uploads/v3/events/7978bd3e3c89169bc52484e13bf9ef6c993f86d4bd9c13dea2.png,"Career Development, Women In Leadership, event, networking",Online,"18th Jan, 2024",7:00pm to 8:00pm,Any,N/A
Exploring the Metaverse,https://events.herkey.com/events/exploring-the-metaverse/1539,https://assets.jobsforher.com/uploads/v3/events/583241c0a88baffaae39b413b834c64179d431f02bf3f86a94.png,"Career Development, Women In Leadership, event, networking",Online,"18th Jan, 2024",4:00pm to 5:00pm,Any,N/A
Goldman Sachs India Presents: 2024 India Returnship® Program ,https://events.herkey.com/events/goldman-sachs-india-presents-2024-india-returnship-program/1525,https://assets.jobsforher.com/uploads/v3/events/b823f7ed7651791ffc1446e7596fadeee5317067446c9ee401.png,Women Returnees,Online,"11th Dec, 2023 to 15th Jan, 2024",9:00am to 6:00pm,"Bangalore,Hyderabad",N/A
Masterclass: Design Thinking: A Framework for Innovation,https://events.herkey.com/events/masterclass-design-thinking-a-framework-for-innovation/1534,https://assets.jobsforher.com/uploads/v3/events/fcf85397814ddcc78eb6d7000fb5ee260186c4b5da98c39474.png,"Career Development, Women In Leadership, event, networking",Online,"11th Jan, 2024",4:00pm to 5:00pm,Any,N/A
"Roundtable Discussion: Strategies for Self-Care: Categories, Prioritize and Execute",https://events.herkey.com/events/roundtable-discussion-strategies-for-self-care-categories-prioritize-and-execute/1533,https://assets.jobsforher.com/uploads/v3/events/3da9b906e99d4342d05ed76d7a5719c9e0001add6d7fdadabe.png,"Career Development, Roundtable, Women Returnees, Women In Leadership",Online,"10th Jan, 2024",5:00pm to 6:00pm,Any,N/A
Masterclass: Exploring Returnship Opportunities,https://events.herkey.com/events/masterclass-exploring-returnship-opportunities/1532,https://assets.jobsforher.com/uploads/v3/events/39242f7ee8b16b971c80a4b4a21f19aecdd5dd1ae6fffbc46d.png,"Career Development, Women Returnees, event, networking",Online,"5th Jan, 2024",4:00pm to 5:00pm,Any,N/A
"Mission 100,000 by HerKey",https://events.herkey.com/events/mission-100-000-by-herkey/1411,https://assets.jobsforher.com/uploads/v3/events/9d3f93ae8829cdbf97859cc043f5f8137d90d9cf997230c6c0.png,"Career Development, Diversity Drive, Challenge, networking",Online,"1st Feb, 2023 to 30th Dec, 2023",9:00am to 7:00pm,Any,N/A
Masterclass: Learning to Say No and Setting Boundaries,https://events.herkey.com/events/masterclass-learning-to-say-no-and-setting-boundaries/1526,https://assets.jobsforher.com/uploads/v3/events/fb1a38c7c3e259046e3a55f71334d0ac1209dae33033841b8a.png,"Career Development, Women In Leadership, event, networking",Online,"27th Dec, 2023",7:00pm to 8:00pm,Any,N/A
Nourishing Narratives for Her by Bridge Health Group,https://events.herkey.com/events/nourishing-narratives-for-her-by-bridge-health-group/1527,https://assets.jobsforher.com/uploads/v3/events/f1d6ff1f0daecf1018ad421276eabc6c06ad73991f020efc4e.png,Special events,Online,"21st Dec, 2023",5:00pm to 6:00pm,Any,N/A
Mentoring Meet: Financial Literacy in the Workplace: Negotiating and Financial Planning,https://events.herkey.com/events/mentoring-meet-financial-literacy-in-the-workplace-negotiating-and-financial-planning/1524,https://assets.jobsforher.com/uploads/v3/events/d1dc3a9cd2bf36264b9d7ad93d63513bcc92eda23bc67400a1.png,"Career Development, Women Returnees, Women In Leadership, event",Online,"20th Dec, 2023",4:00pm to 5:00pm,Any,N/A
Masterclass on Security Essentials: Cybersecurity for Everyday Life,https://events.herkey.com/events/masterclass-on-security-essentials-cybersecurity-for-everyday-life/1523,https://assets.jobsforher.com/uploads/v3/events/f581ed238d82225c5e8e284a528403571da9e40225ba7b34ee.png,"Career Development, Women In Tech, event, networking",Online,"18th Dec, 2023",7:00pm to 8:00pm,Any,N/A
FocusU Simulation-based Webinar,https://events.herkey.com/events/focusu-simulation-based-webinar/1513,https://assets.jobsforher.com/uploads/v3/events/fd19d0e649197335cbf3492a80a6434e28164d55bd3393a812.png,Career Development,Online,"18th Dec, 2023",11:00am to 2:00pm,Any,N/A
Networking and Hiring Event | NTT Data ,https://events.herkey.com/events/networking-and-hiring-event-ntt-data/1507,https://assets.jobsforher.com/uploads/v3/events/30255ef263bfcc982f59aeb15c628c183944df72b0a5da4c38.png,networking,Offline,"15th Dec, 2023",9:00am to 6:00pm,Bangalore,N/A
Networking event for Women LAM Research ,https://events.herkey.com/events/networking-event-for-women-lam-research/1520,https://assets.jobsforher.com/uploads/v3/events/c9d46e4a3fd168d2294241ca501f0191adb08e0788d1609a65.png,networking,Offline,"15th Dec, 2023",3:00pm to 6:00pm,Bangalore,N/A
Showcase: Greater Heights - Celebrating Women Achievers,https://events.herkey.com/events/showcase-greater-heights-celebrating-women-achievers/1522,https://assets.jobsforher.com/uploads/v3/events/353fda18b7b35932d84a1ed19707892363f8a5494d4ade3199.png,"Career Development, Women In Leadership, event, networking event",Online,"14th Dec, 2023",4:00pm to 5:00pm,Any,N/A
Hotpicks: Trailblazers and Trendsetters,https://events.herkey.com/events/hotpicks-trailblazers-and-trendsetters/1515,https://assets.jobsforher.com/uploads/v3/events/f570d63a2a14b681c4822caa54ca3f4a697fe02ac4b5c4d02c.png,"Career Development, Women In Leadership, event",Online,"12th Dec, 2023",7:00pm to 8:00pm,Any,N/A
FocusU Firestarter: Fireside Chat with Will Thalheimer,https://events.herkey.com/events/focusu-firestarter-fireside-chat-with-will-thalheimer/1512,https://assets.jobsforher.com/uploads/v3/events/2d70b279465ac6af90adef77ccc432de1de3467a7f0faa7d5f.png,Career Development,Online,"12th Dec, 2023",5:00pm to 6:15pm,Any,N/A
Bangalore Networking Social - “Bangalore Networking Social- Herkey Gold Club Year-End Get Together”,https://events.herkey.com/events/bangalore-networking-social-bangalore-networking-social-herkey-gold-club-year-end-get-together/1502,https://assets.jobsforher.com/uploads/v3/events/d21ef9afd14344356e3a860a11e83e2bd6dfa78a2506cf9bfa.png,"Meet-Ups, Women In Leadership, event, networking",Offline,"9th Dec, 2023",12:00pm to 3:00pm,Bangalore,N/A
Dialogues: Career Restart: Exploring Entrepreneurship and Freelancing,https://events.herkey.com/events/dialogues-career-restart-exploring-entrepreneurship-and-freelancing/1517,https://assets.jobsforher.com/uploads/v3/events/38cc0eee44e63489f0f3e0dfc4a51e3fa713a577b2b2129aec.png,"Career Development, Women In Leadership, event, networking",Online,"8th Dec, 2023",7:00pm to 8:00pm,Any,N/A
Goldman Sachs India Presents: 2024 India Returnship® Program Launch Webinar ,https://events.herkey.com/events/goldman-sachs-india-presents-2024-india-returnship-program-launch-webinar/1518,https://assets.jobsforher.com/uploads/v3/events/e238e56ddd1c391f977372052c70226886bd8b1afce3499437.png,"Webinars, Women Returnees",Online,"8th Dec, 2023",3:30pm to 4:30pm,Any,N/A
ACKO Networking Event (Tech) ,https://events.herkey.com/events/acko-networking-event-tech/1510,https://assets.jobsforher.com/uploads/v3/events/64ab29eb998a144abfef197a0089230489dc03dd2f0b986ded.png,networking,Online,"7th Dec, 2023",4:00pm to 5:00pm,Any,N/A
ACKO Networking Event (Non-Tech) ,https://events.herkey.com/events/acko-networking-event-non-tech/1509,https://assets.jobsforher.com/uploads/v3/events/d91db6a4723c56a2ba0f56a52ee0eb1cc6d320be596d7e3e2f.png,networking,Online,"6th Dec, 2023",4:00pm to 5:00pm,Any,N/A
The Open Ceiling Women’s Leadership Conclave | November 2023 | Goa ,https://events.herkey.com/events/the-open-ceiling-women-s-leadership-conclave-november-2023-goa/1448,https://assets.jobsforher.com/uploads/v3/events/a6e2cc863f264df00f8bba5319c3542c7cd44070e3a233802c.png,"Conferences, Women In Leadership, networking, networking event",Offline,"24th Nov, 2023 to 26th Nov, 2023",12:00pm to 12:00pm,Goa,N/A
MeetHer With ABB ,https://events.herkey.com/events/meether-with-abb/1488,https://assets.jobsforher.com/uploads/v3/events/af808eb26f53f3ad112c37051573a66babb23aff72d4511628.png,Meet-Ups,Online,"24th Nov, 2023",11:00am to 12:30pm,Any,N/A
Charting Your Own Career Path - Making Informed Decisions for the Future,https://events.herkey.com/events/charting-your-own-career-path-making-informed-decisions-for-the-future/1500,https://assets.jobsforher.com/uploads/v3/events/9407af893a2ea9f70b6f17717073c1238af93fb18c72676c81.png,"Career Development, event",Online,"23rd Nov, 2023",4:00pm to 5:00pm,Any,N/A
Managing Mental Wellbeing,https://events.herkey.com/events/managing-mental-wellbeing/1501,https://assets.jobsforher.com/uploads/v3/events/e44990f151af2c4ac8180991f4a33eb4e92fd312f9c10ffe40.png,"Career Development, event",Online,"22nd Nov, 2023",7:00pm to 8:00pm,Any,N/A
Inclusive Leadership: Webinar by Birlasoft ,https://events.herkey.com/events/inclusive-leadership-webinar-by-birlasoft/1504,https://assets.jobsforher.com/uploads/v3/events/c5ad2751fddcf70bf4cb46b49e1522ba391e4e1088546af8b4.png,Webinars,Online,"22nd Nov, 2023",12:00pm to 1:00pm,Any,N/A
Be Financially Fit Masterclass by LXME App,https://events.herkey.com/events/be-financially-fit-masterclass-by-lxme-app/1505,https://assets.jobsforher.com/uploads/v3/events/004c5491101f97817924a10cda2e5440f7d6460bea505bb78f.png,Webinars,Online,"21st Nov, 2023",6:30pm to 7:30pm,Any,N/A
MeetHer With S&P Global ,https://events.herkey.com/events/meether-with-s-p-global/1499,https://assets.jobsforher.com/uploads/v3/events/369d831c7b56d10f681711b20733c007359f62594701a94df0.png,Meet-Ups,Online,"18th Nov, 2023",10:30am to 11:30am,Any,N/A
Women's Entrepreneurship Day,https://events.herkey.com/events/women-s-entrepreneurship-day/1497,https://assets.jobsforher.com/uploads/v3/events/7b20aa682a22ed87b7115796a0d3e5b12a32f24efdb5e28e56.png,"Career Development, Women In Leadership, networking event",Online,"17th Nov, 2023",4:00pm to 5:00pm,Any,N/A
"Back to Work Program for Women on a Career Break, by RestartHer Academy powered by Trust ",https://events.herkey.com/events/back-to-work-program-for-women-on-a-career-break-by-restarther-academy-powered-by-trust/1257,https://assets.jobsforher.com/uploads/v3/events/f663e6363b13fc31bb9918182d80f65efa61997ef31093090c.png,"Career Development, Resume-Writing, Women Returnees",Online,"1st Aug, 2023 to 16th Nov, 2023",5:00pm to 6:00pm,Any,N/A
Diwali Scholarships from HerStart and RestartHer ,https://events.herkey.com/events/diwali-scholarships-from-herstart-and-restarther/1486,https://assets.jobsforher.com/uploads/v3/events/0a0b9c07a744faac861f28e2fc93f03214fe829a3cd02f7c11.png,"Career Development, event",Online,"27th Oct, 2023 to 15th Nov, 2023",12:00am to 11:59pm,Any,N/A
Know Your Calling for WOMB - Women on Management & Board’s Program by Mentor My Board,https://events.herkey.com/events/know-your-calling-for-womb-women-on-management-board-s-program-by-mentor-my-board/1496,https://assets.jobsforher.com/uploads/v3/events/8e309265477c800dd6e35eb51a5a904a2502885d5c85042e4c.png,"Career Development, Webinars",Offline,"14th Nov, 2023",4:00pm to 5:00pm,,N/A
Mentoring Meet: Goal Setting and Action Planning,https://events.herkey.com/events/mentoring-meet-goal-setting-and-action-planning/1495,https://assets.jobsforher.com/uploads/v3/events/ae68833e1921b2bda30348f634108c976c621a9120a6e86050.png,"Career Development, event",Online,"10th Nov, 2023",5:00pm to 6:00pm,Any,N/A
Building Progressive Careers in Finance ,https://events.herkey.com/events/building-progressive-careers-in-finance/1491,https://assets.jobsforher.com/uploads/v3/events/01c6c7f03321455a26610017b45f0b2e70e147578ea65b2e56.png,"Career Development, event",Offline,"4th Nov, 2023",10:00am to 5:00pm,Bangalore,N/A
Learn with Goldman Sachs: Operations Edition ,https://events.herkey.com/events/learn-with-goldman-sachs-operations-edition/1441,https://assets.jobsforher.com/uploads/v3/events/8761e61a85bba01d0d4f2b27e0c671a690740ebd4055ae9bd1.png,"Career Development, Diversity Drive",Online,"9th Oct, 2023 to 3rd Nov, 2023",5:00pm to 6:00pm,Other,N/A
Hiring Drive by BD,https://events.herkey.com/events/hiring-drive-by-bd/1484,https://assets.jobsforher.com/uploads/v3/events/4539cd2e42efa1fb45b0745497d07d1da4cf884647b3108df2.png,"Career Development, Women In Leadership, event",Online,"3rd Nov, 2023",10:00am to 5:00pm,Any,N/A
Networking 101,https://events.herkey.com/events/networking-101/1492,https://assets.jobsforher.com/uploads/v3/events/f87c29254f2870cb7e568227c1edbe087da2f4ecedfcc1ad87.png,"Career Development, event, networking, networking event",Online,"3rd Nov, 2023",4:00pm to 5:00pm,Any,N/A
Breast Health Masterclass by Bridge Health Group,https://events.herkey.com/events/breast-health-masterclass-by-bridge-health-group/1493,https://assets.jobsforher.com/uploads/v3/events/eb62c018de589299bc2c48b79150f98cf6609912f67989a1a4.png,Webinars,Online,"2nd Nov, 2023",5:30pm to 6:30pm,Any,N/A
Equinix: PathwayforHer ,https://events.herkey.com/events/equinix-pathwayforher/1440,https://assets.jobsforher.com/uploads/v3/events/219746826ed2f5adefaae5689425652eece0769429db15a66d.png,Career Development,Online,"16th Aug, 2023 to 30th Oct, 2023",2:03pm to 5:00pm,Any,N/A
MeetHer With ACKO ,https://events.herkey.com/events/meether-with-acko/1457,https://assets.jobsforher.com/uploads/v3/events/f9c854151fc1e883cbadfb57b4179ea45458949edff102717c.png,Meet-Ups,Offline,"28th Oct, 2023",11:00am to 5:00pm,Bangalore,N/A
Entrepreneurs Unveiled: The Journey So Far,https://events.herkey.com/events/entrepreneurs-unveiled-the-journey-so-far/1489,https://assets.jobsforher.com/uploads/v3/events/5044c3947cb7d3038b8e74dd2e0d98ce529eb86faf89ed000f.png,"Career Development, Women In Leadership, event",Online,"27th Oct, 2023",4:00pm to 5:00pm,Any,N/A
Brushing Away Worries: Creative Ways as a Tool for Anxiety Management by ManoShala,https://events.herkey.com/events/brushing-away-worries-creative-ways-as-a-tool-for-anxiety-management-by-manoshala/1490,https://assets.jobsforher.com/uploads/v3/events/25b47f5269f1e7647de8c78fbe16e5db74993b9cc1937e2bd2.png,"Webinars, Workshops",Online,"27th Oct, 2023",4:00pm to 5:00pm,Any,N/A
CradlePoint: 5G Tech talk Networking Event ,https://events.herkey.com/events/cradlepoint-5g-tech-talk-networking-event/1483,https://assets.jobsforher.com/uploads/v3/events/cb34fd857431375a44604c9bdfe72bb014fe616feb27afbfd8.png,networking event,Online,"27th Oct, 2023",10:00am to 11:00am,Any,N/A
Mentoring Meet: Navigating the Modern Job Market: Tips for Landing your First Job,https://events.herkey.com/events/mentoring-meet-navigating-the-modern-job-market-tips-for-landing-your-first-job/1479,https://assets.jobsforher.com/uploads/v3/events/490fd0df6393a3300602e6651b229f8dc1916a7e4237ad10a6.png,"Career Development, event",Online,"26th Oct, 2023",4:00pm to 5:00pm,Any,N/A
Roundtable Discussion: The Productivity Edge: Strategies for Success,https://events.herkey.com/events/roundtable-discussion-the-productivity-edge-strategies-for-success/1485,https://assets.jobsforher.com/uploads/v3/events/e3b4015d1d97a680c8207c1b4df0ce38144a56f9bf6a334e28.png,"Career Development, Roundtable, Women In Leadership, event",Online,"25th Oct, 2023",5:00pm to 6:00pm,Any,N/A
Tech Hacks: Hacks for the workplace,https://events.herkey.com/events/tech-hacks-hacks-for-the-workplace/1487,https://assets.jobsforher.com/uploads/v3/events/0f3b73eaf844e81023edf1f9eb03d599701fff607e8cbbdef6.png,"Career Development, Women In Tech, event",Online,"25th Oct, 2023",4:00pm to 5:00pm,Any,N/A
Master Your Money with SALT,https://events.herkey.com/events/master-your-money-with-salt/1482,https://assets.jobsforher.com/uploads/v3/events/589817b0287251c3cf803803165cdccc9b0223ee7e96bbed4d.png,"Career Development, event",Online,"19th Oct, 2023",4:00pm to 5:00pm,Any,N/A
Know Your Calling for WOMB - Women on Management & Board’s Program by Mentor My Board,https://events.herkey.com/events/know-your-calling-for-womb-women-on-management-board-s-program-by-mentor-my-board/1481,https://assets.jobsforher.com/uploads/v3/events/886167d9d7464bb091b743e4fa7bd40b734280ec9df76ab606.png,"Career Development, event",Online,"18th Oct, 2023",4:00pm to 5:00pm,Any,N/A
AMA Live: Discussions-Next Steps,https://events.herkey.com/events/ama-live-discussions-next-steps/1477,https://assets.jobsforher.com/uploads/v3/events/98c2d330c33f8276aaac2851b985d06a13ffe86acc0d72ebb2.png,"Career Development, event",Online,"18th Oct, 2023",4:00pm to 5:00pm,Any,N/A
ME-NO-PAUSE Matters in partnership with Menopause Experts,https://events.herkey.com/events/me-no-pause-matters-in-partnership-with-menopause-experts/1480,https://assets.jobsforher.com/uploads/v3/events/7df02fb941c7cf4d9b8942e3bfbc042044bd240d4cf06139c7.png,"Career Development, event",Online,"18th Oct, 2023",3:00pm to 4:00pm,Any,N/A
Hot Picks: Data Analytics and Business Intelligence,https://events.herkey.com/events/hot-picks-data-analytics-and-business-intelligence/1478,https://assets.jobsforher.com/uploads/v3/events/5de04fbd25c5df25e8b8375ce0dee3f9d2465f4212d537fac2.png,"Career Development, Women In Tech, Women In Leadership, event",Online,"12th Oct, 2023",12:00pm to 1:00pm,Any,N/A
Time Taming Tactics: Conquering the Clock for Greater Productivity,https://events.herkey.com/events/time-taming-tactics-conquering-the-clock-for-greater-productivity/1473,https://assets.jobsforher.com/uploads/v3/events/4c09ae21f11da3eb3cde8c13e9f180899261345d5dd4275712.png,"Career Development, event",Online,"11th Oct, 2023",7:00pm to 8:00pm,Any,N/A
AMA Live: Women Entrepreneurs Connect,https://events.herkey.com/events/ama-live-women-entrepreneurs-connect/1475,https://assets.jobsforher.com/uploads/v3/events/043b0cdd2c1754a7787150e7af8815882230c9e2ed58e4faf2.png,"Career Development, Q&A Sessions, Women In Leadership, event",Online,"11th Oct, 2023",4:00pm to 5:00pm,Any,N/A
Resume your Résumé by Deutsche Bank ,https://events.herkey.com/events/resume-your-resume-by-deutsche-bank/1474,https://assets.jobsforher.com/uploads/v3/events/217005b177f2a9173dbc077c07a8676128f1bee979678120e6.png,Women Returnees,Online,"11th Oct, 2023",11:00am to 12:30pm,Any,N/A
"Masterclass: Efficiency Strategies for Meetings: Cut Waste, Amplify Results",https://events.herkey.com/events/masterclass-efficiency-strategies-for-meetings-cut-waste-amplify-results/1471,https://assets.jobsforher.com/uploads/v3/events/739f98440fc824226829829f6cc86a79184fa8c95bc621b8b0.png,"Career Development, event",Online,"5th Oct, 2023",7:00pm to 8:00pm,Any,N/A
Fears that hold us back: Tech for non-tech,https://events.herkey.com/events/fears-that-hold-us-back-tech-for-non-tech/1468,https://assets.jobsforher.com/uploads/v3/events/b9df795f9c27e50e048afb7bafcc6cfdcb435947f18e3b5d49.png,"Career Development, Women In Tech, event",Online,"4th Oct, 2023",1:00pm to 2:00pm,Any,N/A
ReViveHER by Unilever ,https://events.herkey.com/events/reviveher-by-unilever/1472,https://assets.jobsforher.com/uploads/v3/events/f8470b9639651412e2e0b8a2e0f506b44bbad42fd85e4cd33e.png,Women Returnees,Offline,"4th Oct, 2023",10:00am to 12:30pm,Bangalore,N/A
Academy for Women Empowerment by NTT ,https://events.herkey.com/events/academy-for-women-empowerment-by-ntt/1449,https://assets.jobsforher.com/uploads/v3/events/c98c4fb25ce615684d38d19432ed897c259b89a9432e9dd487.png,"Career Development, Diversity Drive",Online,"24th Aug, 2023 to 30th Sep, 2023",10:00am to 5:00pm,Any,N/A
Masterclass: Delegation & Accountability: Fueling Breakthrough Performance,https://events.herkey.com/events/masterclass-delegation-accountability-fueling-breakthrough-performance/1464,https://assets.jobsforher.com/uploads/v3/events/788111f6801b11a27963f62bf49eb52ab9f78593f71c0f235f.png,"Career Development, event",Online,"28th Sep, 2023",7:00pm to 8:00pm,Any,N/A
Dialogues: Negotiation Skills for Career Advancement,https://events.herkey.com/events/dialogues-negotiation-skills-for-career-advancement/1469,https://assets.jobsforher.com/uploads/v3/events/3ba1f21fafde71a6c7c364ebcb6305f66cbbadbf32d5ab5c1c.png,"Career Development, Women Returnees, event",Online,"28th Sep, 2023",4:00pm to 5:00pm,Any,N/A
MeetHer and Hiring Event by Freshworks ,https://events.herkey.com/events/meether-and-hiring-event-by-freshworks/1459,https://assets.jobsforher.com/uploads/v3/events/64246d0f06bece0a34d1f286094d0374c7e0bcb6a4989bacb4.png,Meet-Ups,Online,"28th Sep, 2023",10:00am to 11:00am,Any,N/A
Showcase: Greater Heights,https://events.herkey.com/events/showcase-greater-heights/1467,https://assets.jobsforher.com/uploads/v3/events/e9dd480cd487b0d64e7e55ea414b8a45bce0f1eeab59d76f6e.png,"Career Development, Women In Leadership, event",Online,"22nd Sep, 2023",3:30pm to 4:30pm,Any,N/A
MeetHer With Experian ,https://events.herkey.com/events/meether-with-experian/1456,https://assets.jobsforher.com/uploads/v3/events/b1344cdb1e0e499fc8fcd7ec2685e64790bf9465a9a667a000.png,Meet-Ups,Online,"22nd Sep, 2023",10:30am to 12:00pm,Any,N/A
Mental Health First Aid at Workplace by ManoShala,https://events.herkey.com/events/mental-health-first-aid-at-workplace-by-manoshala/1462,https://assets.jobsforher.com/uploads/v3/events/13449c27430b6205a28b0c5c157f93f7a814445e4d13cb9e46.png,"Special events, event, networking event",Online,"20th Sep, 2023",4:00pm to 5:00pm,Any,N/A
Masterclass on Sustainable Tech Innovations,https://events.herkey.com/events/masterclass-on-sustainable-tech-innovations/1458,https://assets.jobsforher.com/uploads/v3/events/4ac49e84daf20be1aaa289e3260a8e7cfb6002357cd7ec1de3.png,"Career Development, Women In Tech, event",Online,"19th Sep, 2023",1:00pm to 2:00pm,Any,N/A
Networking and Hiring at Carelon Global Solutions ,https://events.herkey.com/events/networking-and-hiring-at-carelon-global-solutions/1463,https://assets.jobsforher.com/uploads/v3/events/5a692f88e36df228c6ba2774786835a84f1544beab23637f64.png,"networking, networking event",Online,"16th Sep, 2023",10:30am to 6:00pm,Any,N/A
Wellness from Within - Everything Women's Health by Proactive for Her,https://events.herkey.com/events/wellness-from-within-everything-women-s-health-by-proactive-for-her/1465,https://assets.jobsforher.com/uploads/v3/events/6df6670d3696b1151ea7f143967e6af2fa43968cdb295d09fd.png,"Career Development, event",Online,"15th Sep, 2023",11:00am to 12:00pm,Any,N/A
Speed Mentoring: Career coaches,https://events.herkey.com/events/speed-mentoring-career-coaches/1454,https://assets.jobsforher.com/uploads/v3/events/355d574f90e63112136de213a694e828844c81b67a82f63d1f.png,"Career Development, Webinars, event",Online,"14th Sep, 2023",11:30am to 12:30pm,Any,N/A
Personal Wellness: A Catalyst to Return to Work Successfully,https://events.herkey.com/events/personal-wellness-a-catalyst-to-return-to-work-successfully/1453,https://assets.jobsforher.com/uploads/v3/events/41103c22cc06d4c361d78f6d03fe1a41d23260add6ddafa5d3.png,"Career Development, Women Returnees, Women In Leadership, event",Online,"12th Sep, 2023",11:30am to 12:30pm,Any,N/A
Financial Fitness Masterclass by LXME,https://events.herkey.com/events/financial-fitness-masterclass-by-lxme/1455,https://assets.jobsforher.com/uploads/v3/events/0eb43fb9bac023d6e549025c5499a2529d2bba988bf1df6e7a.png,"Career Development, Women In Leadership, event",Online,"5th Sep, 2023",6:30pm to 7:30pm,Any,N/A
Technovate: Amplifying Women's Impact with AI,https://events.herkey.com/events/technovate-amplifying-women-s-impact-with-ai/1452,https://assets.jobsforher.com/uploads/v3/events/20d23f8ac29031096000b3fe764a67b6e4ccb95d4fda8bba78.png,"Career Development, Women In Tech, Women In Leadership, HerTech",Online,"5th Sep, 2023",1:00pm to 2:00pm,Any,N/A
HerRising 2023 — India’s Largest Career Fair For Women ,https://events.herkey.com/events/herrising-2023-india-s-largest-career-fair-for-women/1396,https://assets.jobsforher.com/uploads/v3/events/59a6a67d036295b8516193890cf94a402dda33bfd9ce631f62.png,"Career Development, Diversity Drive, Webinars, Job fairs",Online,"2nd Sep, 2023",9:00am to 6:30pm,Any,N/A
